MeanEEG,StdEEG,Kurtosis,Skewness,AR_Coefficients,HjorthActivity,HjorthMobility,HjorthComplexity,AlphaPower,BetaPower,GammaPower,DeltaPower,ThetaPower,DeltaAlpha,DeltaBeta,DeltaGamma,DeltaTheta,ThetaAlpha,ThetaBeta,ThetaGamma,AlphaBeta,AlphaGamma,BetaGamma,BetaAlphaTheta,ThetaAlphaBeta,DeltaThetaAlphaBeta,DeltaThetaBetaGamma,BetaGammaDeltaTheta
-0.283053910252858,13.8726728916352,3.32663655941425,-0.238862490016401,2.7789;-3.0853;1.4346;0.22048;-0.40119;-0.0091394;-0.10145;0.33737;-0.24918;0.064287,192.45105315831,0.170610168634962,3.53920261272671,15.8027655983837,6.4521278070035,2.1933746039104,88.3157418028401,48.0618932011402,1.72073340549541,2.61650839911951,3.69547709521837,0.608428746101097,1.11230465939431,2.00807965301841,3.08704834911727,0.895774993624097,1.97474368972296,1.07896869609887,-2.29235616898972,0.769927709218728,1.81286585295534,2.75838853249273,-2.75838853249273
-0.254134603271527,17.6551147330283,3.20398719265023,0.0168234322290935,3.7732;-6.5776;6.7886;-4.144;0.92952;0.99463;-1.5655;1.3059;-0.70553;0.1971,311.703076236393,0.201344527968207,2.77256498677572,49.3230323878468,18.5343749425359,4.41498321629157,208.479701689061,28.6764739073325,1.44145052214575,2.42021456954575,3.85483764996089,1.98376462036576,-0.542314098220014,0.436449949179987,1.87107302959513,0.9787640474,2.41338712781514,1.43462308041514,-1.43707538417599,-0.861331490347535,1.25131034039959,2.33542892369182,-2.33542892369182
-0.240263938809092,14.0705365947237,3.6544664478424,-0.0018088284510355,2.9391;-3.5598;2.1376;-0.39543;-0.25703;0.33363;-0.61404;0.64733;-0.29527;0.055223,197.980000063459,0.191979724091725,2.70573517751348,25.0872164921574,10.8899308174761,1.76615802312171,88.008215691908,26.1676971292829,1.25507175695815,2.08959158617981,3.90862359126021,1.21290445417394,0.0421673027842113,0.876687132005872,2.69571913708628,0.834519829221661,2.65355183430207,1.81903200508041,-1.54897290488713,-0.318358223850805,1.154856414037,2.19960192332619,-2.19960192332619
-0.218913675906958,11.6674572571134,3.69723096098067,-0.16841510154811,3.7194;-6.7498;7.58;-5.3466;1.7907;0.96623;-2.0493;1.7584;-0.90116;0.22333,136.129558846567,0.323418220760573,2.49405278416437,13.4073673451142,11.9844575181147,12.9997447776345,64.2826647311766,16.2056266893446,1.56748563732339,1.67967939160985,1.5983602702896,1.37793148663158,0.189554150691807,0.301747904978276,0.220428783658021,0.112193754286469,0.0308746329662135,-0.081319121320256,-0.904602649194805,-0.449068758002189,1.15368445921418,1.16986800869354,-1.16986800869354
-0.218913671605188,11.6674572546209,3.69723096319534,-0.168415100893168,3.7194;-6.7498;7.58;-5.3466;1.7907;0.96623;-2.0493;1.7584;-0.90116;0.22333,136.129558788406,0.323418220829581,2.49405278363284,13.4073673451101,11.9844575181184,12.9997447776343,64.2826647057018,16.2056266893267,1.5674856369274,1.67967939121326,1.59836026989332,1.37793148623639,0.189554150691009,0.301747904976869,0.220428783656935,0.11219375428586,0.0308746329659257,-0.081319121319934,-0.904602649193758,-0.449068758003275,1.15368445889747,1.16986800837667,-1.16986800837667
-0.168612442803207,19.9935602830757,3.28611752523609,0.160696562569157,3.4982;-5.1207;3.7108;-0.78951;-0.72926;0.50249;-0.17359;0.28015;-0.28593;0.10456,399.742452792984,0.164477016664482,2.4936916056797,47.6061617329143,22.3698554683763,1.11267621269962,297.763632825022,42.4437716689873,1.83333779230326,2.58858567880992,5.58953187737933,1.94811981291934,-0.114782020616082,0.640465865890577,3.64141206445999,0.755247886506659,3.75619408507607,3.00094619856941,-1.39265001753019,-0.499972391520451,1.58140287291091,2.67329863282422,-2.67329863282422
-0.166307769226019,12.4501142589104,3.03953537734294,-0.120792546302532,3.15;-4.5119;3.4454;-0.93234;-0.65194;0.73227;-0.35452;0.18716;-0.1594;0.081951,155.005345059925,0.361458150574966,2.21853719797596,15.1514772771398,18.1981193281103,18.6068257772759,58.2670815617057,19.6937193574617,1.34693925790835,1.16371904002903,1.14150880447982,1.08473752458238,0.262201733325972,0.0789815154466497,0.056771279897437,-0.183220217879322,-0.205430453428534,-0.0222102355492126,-0.649597042873829,-0.526745905924055,0.84916047155559,0.750573934038728,-0.750573934038728
-0.14777673052011,12.5031203418142,3.17961187671414,-0.0361868535436465,3.4143;-5.0827;4.1134;-1.589;-0.23451;0.88306;-1.1501;1.1254;-0.66619;0.18101,156.328018281889,0.193375195264198,2.62976905160038,25.520774163483,11.05259549626,1.29245970878658,83.8412403368877,20.9420579888017,1.18943222098168,2.02625972763618,4.17237786072836,1.38716553367711,-0.19773331269543,0.639094193959071,2.78521232705125,0.836827506654501,2.98294563974668,2.14611813309218,-1.43598739750122,-0.557560889768596,1.05257402141602,2.13863879742343,-2.13863879742343
-0.106445631495104,11.8117040703199,3.12641767174028,-0.13570385959242,3.3147;-5.1209;4.8729;-2.9397;0.69747;1.1425;-2.2864;2.1628;-1.1179;0.26539,139.516353044811,0.242463808440108,2.76353169490465,30.3730870498473,12.1214809468673,3.8198558344932,72.1432625164302,19.947059987128,0.865096977349144,1.7836747357317,2.93844121699878,1.28557213583413,-0.420475158484987,0.498102599897566,1.65286908116465,0.918577758382553,2.07334423964963,1.15476648126708,-1.42342637091419,-0.756294492509985,0.773393605854943,1.75385432860641,-1.75385432860641
-0.105848137248191,11.2482161492369,3.85369144466626,-0.184391282410515,3.7232;-6.4681;6.8086;-4.5463;1.5211;0.85316;-2.1343;2.1486;-1.2578;0.34594,126.522366539954,0.242177247027163,2.47247711726406,26.8415764274499,7.28568821171666,3.75870232226619,49.5116730396759,14.0962812220428,0.61225641612166,1.91629655587833,2.57813468998193,1.25629744127676,-0.644041025155099,0.659999114601573,1.32183724870518,1.30404013975667,1.96587827386027,0.661838134103602,-1.72614334495473,-0.884185594875391,0.6226419151783,1.75081587444845,-1.75081587444845
-0.104490667292519,17.6746340901002,3.81916818928343,-0.0925342606466473,3.4472;-5.1605;4.0553;-1.2221;-0.62378;0.73974;-0.42778;0.42021;-0.38865;0.1552,312.39269021893,0.209481228868115,2.39548824976692,59.8438445360622,16.3690992197971,2.7608977135317,155.375912319011,21.3779161031528,0.9541088430083,2.25045205794782,4.03029153616665,1.98348899014077,-1.02938014713247,0.266963067807052,2.04680254602589,1.29634321493952,3.07618269315835,1.77983947821884,-1.60178783584375,-1.27117288243335,0.84122665080967,2.22350034149393,-2.22350034149393
-0.103104372391282,17.6472056945879,3.65110407828511,0.00318192797110901,3.8602;-7.0159;7.7878;-5.4864;1.9633;0.7968;-2.0757;1.9526;-1.079;0.29226,311.423868827094,0.226563702499404,2.45277864631637,78.6806485041166,18.1047899408915,5.52248651916235,168.966224771251,24.1154908511932,0.76430160573887,2.23352230064538,3.42087062629101,1.94684443361076,-1.18254282787189,0.286677867034624,1.47402619268025,1.46922069490651,2.65656902055214,1.18734832564563,-1.73657125652664,-1.3896421457654,0.690616942625337,2.10071166946993,-2.10071166946993
-0.101503069099135,16.0656897467146,4.09193995523442,-0.115788474344278,3.2854;-4.5425;3.0534;-0.42341;-0.74088;0.3815;-0.11993;0.3244;-0.37364;0.15092,258.106387037691,0.191581737804095,2.65393011374527,42.4721172516248,14.0929099450172,2.13762949379955,223.308531398918,27.5680662019439,1.65970656815419,2.76288253397389,4.64885686222357,2.09189628292421,-0.432189714770023,0.670986251049674,2.55696057929936,1.1031759658197,2.98915029406938,1.88597432824968,-1.60339729654433,-0.718732818993569,1.48957027502958,2.73806655709493,-2.73806655709493
-0.0988467473822533,17.4749151557453,3.45230689971148,0.0693877206657983,3.4177;-5.1242;4.2628;-1.8159;-0.07185;0.88524;-1.3037;1.2927;-0.734;0.18655,305.372659700496,0.181282540103936,2.83375060254569,41.9691948884587,15.8837746414178,2.1200375655886,204.982462079719,43.4919291548714,1.58598853051114,2.55762629925241,4.57149061650343,1.55034904043711,0.035639490074028,1.0072772588153,3.02114157606632,0.971637768741276,2.98550208599229,2.01386431725101,-1.68276345759271,-0.285329399656271,1.45743500297714,2.62475626209422,-2.62475626209422
-0.0871036505925184,14.110311461146,3.27790927938657,-0.121908942186172,3.0161;-3.6375;1.8785;0.1677;-0.55032;0.024514;-0.04787;0.3623;-0.33454;0.11534,199.10088953055,0.176127351890406,2.79982611556003,27.7529838534342,9.62781610824195,1.56784856646713,134.036683589862,42.2027280135976,1.57477015995747,2.63345710056482,4.44840918086256,1.15562865679472,0.419141503162751,1.4778284437701,3.29278052406784,1.05868694060735,2.87363902090509,1.81495208029774,-1.9832059341498,0.121327661232224,1.55068616128665,2.75631674312894,-2.75631674312894
