MeanEEG,StdEEG,Kurtosis,Skewness,AR_Coefficients,HjorthActivity,HjorthMobility,HjorthComplexity,AlphaPower,BetaPower,GammaPower,DeltaPower,ThetaPower,DeltaAlpha,DeltaBeta,DeltaGamma,DeltaTheta,ThetaAlpha,ThetaBeta,ThetaGamma,AlphaBeta,AlphaGamma,BetaGamma,BetaAlphaTheta,ThetaAlphaBeta,DeltaThetaAlphaBeta,DeltaThetaBetaGamma,BetaGammaDeltaTheta
-0.659905686438819,29.2574511747015,3.81530439626061,-0.00223430113276745,2.8638;-3.374;1.8034;0.22381;-0.8698;0.2227;0.3579;-0.33053;0.11465;-0.024084,855.998449240043,0.155363329555856,3.42079002609631,34.088729589017,30.8376150619916,4.91130484117048,296.577140404497,354.945783864027,2.16334053552491,2.26357214151315,4.10076769633097,-0.179657701704777,2.34299823722969,2.44322984321793,4.28042539803575,0.100231605988235,1.93742716080606,1.83719555481782,-2.53493285012783,1.69871158813245,2.30605911468065,2.90279252666605,-2.90279252666605
-0.306752872711354,30.1653546462586,3.896581120361,-0.00987716352328237,3.2908;-5.3161;5.748;-4.3326;1.964;0.20935;-1.402;1.4102;-0.76763;0.18852,909.948620934555,0.143380322770044,4.41127914524296,39.3575144117884,20.4286022210483,6.09601739248526,518.623347347426,151.451040972313,2.57849097196079,3.23424190351627,4.4435422205654,1.23091548122137,1.34757549073942,2.0033264222949,3.21262673934403,0.655750931555477,1.86505124860461,1.20930031704913,-2.2343346090207,0.929488940150412,2.41661526289279,3.22931538984491,-3.22931538984491
-0.170824321799902,29.2840021287355,4.06295885325649,0.0837087927362185,3.2607;-4.6509;3.5186;-0.78561;-1.1001;1.0004;0.0044369;-0.53144;0.37233;-0.095039,857.552780675784,0.133917436068456,3.80331528142149,38.0033939345986,16.4166622388168,3.28084787365013,540.413819810342,156.736521866744,2.65465970925071,3.49403836982397,5.10423329200169,1.23776898814228,1.41689072110843,2.2562693816817,3.86646430385941,0.839378660573263,2.44957358275098,1.61019492217772,-2.47336809395278,1.05783342534032,2.55026832017182,3.56650884822049,-3.56650884822049
-0.13889435426497,25.1467814651798,3.49919458139407,-0.0510183310317676,3.6553;-6.196;6.2278;-3.4159;-0.062531;1.8587;-1.661;0.73728;-0.14943,632.360618057513,0.146443205553982,3.65527993779431,37.9453872911831,18.3291582016751,3.12703263814917,305.794569150272,208.730156740648,2.086765584405,2.81442039767993,4.58282901790556,0.381871232171945,1.70489435223305,2.43254916550798,4.20095778573361,0.727654813274931,2.49606343350056,1.76840862022563,-2.59958075002584,1.31079999146008,2.21300130199357,3.17723039124303,-3.17723039124303
-0.137681995536066,39.1560150591367,6.46801230505223,-0.357008166094511,3.3831;-5.3192;4.9567;-2.3342;-0.4625;1.5834;-1.1277;0.305;0.046576;-0.040525,1533.19351531134,0.143132316558443,3.7265597644476,47.345191301734,18.4089311052654,8.4061418203844,660.330710579322,496.348238719896,2.6352755281415,3.57990485314987,4.36377817838996,0.285463011593391,2.34981251654811,3.29444184155648,4.07831516679657,0.944629325008365,1.72850265024846,0.783873325240095,-3.3855496072399,2.02135540726769,2.86738583590934,3.76434405119169,-3.76434405119169
-0.00605750395351927,18.1873150958428,3.34065200394264,-0.0196353121626073,3.0162;-4.0565;2.9191;-0.52451;-0.99236;0.79643;0.12344;-0.5897;0.4078;-0.11439,330.778430395472,0.172726895318992,3.68404636159419,18.6436005559467,10.3448025646811,3.78458226117228,155.218466999015,136.553897005661,2.11933063558965,2.70834936314688,3.71389807519687,0.128114202515632,1.99121643307402,2.58023516063125,3.58578387268123,0.589018727557223,1.59456743960721,1.00554871204999,-2.70821425774101,1.54982352893457,2.30907806529889,3.02771726390695,-3.02771726390695
-0.00158238463969274,34.3157409423793,7.55815349732487,-0.203609864838856,3.0741;-4.0449;2.7045;-0.26221;-1.0683;0.64428;0.2647;-0.56013;0.28965;-0.051626,1177.57007642449,0.142509999139684,3.14403469397722,44.2174741815409,13.0925024613579,4.39390682614592,418.112187269063,415.260893273522,2.24662973268048,3.46371005194118,4.55553101816402,0.00684280591214515,2.23978692676833,3.45686724602903,4.54868821225188,1.2170803192607,2.30890128548354,1.09182096622284,-3.55805212707458,1.98043226019173,2.67700669669542,3.86405745063438,-3.86405745063438
0.0295133036679732,27.1960966530271,3.64904812934679,0.00809825879937734,2.9052;-3.4113;1.7264;0.32714;-0.86314;0.13524;0.43102;-0.30266;0.015951;0.02596,739.627673160791,0.149332661131054,3.36938463702575,25.7137337958963,19.9412235157607,3.82996062241048,306.004952914836,229.616385826219,2.47657604970592,2.73081216529865,4.38074676603259,0.287191259079728,2.18938479062619,2.44362090621892,4.09355550695286,0.254236115592731,1.90417071632667,1.64993460073394,-2.54976817213797,1.61529783369008,2.46231525879162,3.11495335720948,-3.11495335720948
0.0314691095686536,33.0814328496463,3.39622556205766,-0.0388629552604142,2.6148;-2.5319;0.78709;0.55848;-0.43999;-0.21153;0.26183;0.054463;-0.17035;0.064619,1094.38119938566,0.145454796327976,2.88558015265379,66.5981457103148,17.9786443291058,3.34227656719951,323.022620802108,520.774881036815,1.5790456192422,2.88853772683875,4.57107017246713,-0.477595504021563,2.05664112326376,3.36613323086031,5.0486656764887,1.30949210759655,2.99202455322493,1.68253244562839,-3.48647547059953,1.81765797867938,2.30025265952213,3.67822374670238,-3.67822374670238
0.0574946487344869,23.8610145089342,3.46924073606963,0.164527526256277,2.9198;-4.0751;3.7494;-2.2207;0.4737;0.74057;-1.1801;0.87569;-0.36378;0.067528,569.348013395569,0.160497779369448,4.02634313780103,37.3579345779169,13.7769940596759,4.18185624430415,258.574808859657,195.279459540522,1.93463972054158,2.93218494417146,4.12442982250865,0.28075338958919,1.65388633095239,2.65143155458228,3.84367643291946,0.997545223629887,2.18979010196708,1.19224487833719,-2.82648088904904,1.33996385977953,2.18330835310997,3.22969310522816,-3.22969310522816
