MeanEEG,StdEEG,Kurtosis,Skewness,AR_Coefficients,HjorthActivity,HjorthMobility,HjorthComplexity,AlphaPower,BetaPower,GammaPower,DeltaPower,ThetaPower,DeltaAlpha,DeltaBeta,DeltaGamma,DeltaTheta,ThetaAlpha,ThetaBeta,ThetaGamma,AlphaBeta,AlphaGamma,BetaGamma,BetaAlphaTheta,ThetaAlphaBeta,DeltaThetaAlphaBeta,DeltaThetaBetaGamma,BetaGammaDeltaTheta
-0.574477015178001,62.9701766570752,4.02212286503893,0.0212671239227064,2.6803;-2.744;0.91134;0.62067;-0.4251;-0.24797;0.20442;0.12307;-0.15463;0.026737,3965.24314822326,0.0991675973097824,6.07616746377849,37.1227571032552,33.3049175600756,15.0805395946879,4028.63312963486,402.073169744792,4.6869522430497,4.79547736306004,5.58777727953959,2.30454833727345,2.38240390577625,2.49092902578659,3.28322894226614,0.108525120010344,0.900825036489894,0.79229991647955,-2.57924055556656,1.74204779441565,4.14172799392526,4.51711498929374,-4.51711498929374
-0.552113468898857,41.6581976548131,4.11438479893359,-0.362420937541475,3.0118;-4.0177;2.9018;-0.94051;-0.064536;0.17934;-0.15278;0.13347;-0.017326;-0.041062,1735.40543184748,0.160514799125236,4.463537686168,38.3182513562481,56.6615298598427,24.8347657733029,1121.19863147815,169.408268538738,3.37622727930742,2.98505810396208,3.80990908150283,1.88984200694004,1.48638527236738,1.09521609702204,1.92006707456279,-0.391169175345339,0.433681802195407,0.824850977540746,-1.29912691164438,0.57864755211823,2.60920381220619,2.76231028499127,-2.76231028499127
-0.548906218639373,52.9719716274526,3.89235951362568,0.0755027756604291,3.3516;-4.8984;3.6925;-0.84633;-0.85388;0.70887;-0.059507;-0.13831;0.040105,2806.02977809964,0.113988026514971,5.56152325308476,33.3359639742712,28.4793869810756,11.072721420825,2695.97189612968,174.3296829362,4.39287723425943,4.55033348592235,5.49502949371317,2.73856581169653,1.6543114225629,1.81176767422582,2.75646368201664,0.157456251662919,1.10215225945374,0.944696007790817,-1.98674875779254,1.03679650504323,3.8380206520932,4.28455338047172,-4.28455338047172
-0.503625404799938,61.3891994444351,4.01035309002733,0.0204176861025471,2.2569;-1.2801;-0.35197;0.21677;0.27149;0.042488;-0.13513;-0.095422;0.071833,3768.63380842863,0.0711205721617094,4.03767105180554,30.0058390140257,14.6809789213397,0.811549731514963,3891.35496318481,372.432369216302,4.86512069902375,5.57995999056997,8.47532230600791,2.3464572333632,2.51866346566055,3.23350275720677,6.12886507264471,0.714839291546219,3.61020160698416,2.89536231543794,-3.31098886017045,2.12037690483195,4.55823453210848,5.61755520414277,-5.61755520414277
-0.468193151246503,61.3541334553117,3.27848498254166,-0.250385134144229,3.1504;-4.3922;3.2803;-0.96245;-0.38746;0.46316;-0.19241;0.074296;-0.037963,3764.3296920522,0.128239629312226,5.39652515388274,101.500203838308,63.2948049023489,24.7180220553002,2794.8481470762,267.758312916514,3.31547224716894,3.78772979917877,4.72800043846389,2.34544829775482,0.970023949414121,1.44228150142395,2.38255214070907,0.472257552009831,1.41252819129495,0.940270639285117,-1.76369373142598,0.485382425904282,2.92231928644652,3.54953905195688,-3.54953905195688
-0.402774529611444,54.1030319171215,4.14293185839758,0.345462542571438,2.6164;-2.5818;0.75332;0.64227;-0.34715;-0.28479;0.16551;0.16187;-0.15875;0.026919,2927.13806262507,0.12136036993816,5.27370481263689,52.4198682642116,55.1218538013675,19.1598111171165,2064.98970103761,234.193707452258,3.67359483318216,3.62333425975155,4.68006560368561,2.17673193545438,1.49686289772778,1.44660232429717,2.50333366823122,-0.050260573430606,1.00647077050345,1.05673134393405,-1.64858862419841,0.778269698027726,3.06243041457908,3.43244514876699,-3.43244514876699
-0.296459965397666,59.2814171799116,3.83384613849983,0.0550662903484016,3.2085;-4.4576;3.0916;-0.44074;-0.87495;0.51758;0.066166;-0.10861;-0.035924;0.028714,3514.28642285872,0.144693875483753,4.65452633046599,114.357150159869,81.9027888274096,43.5430203876591,3025.69837400994,402.403096057932,3.27557076402005,3.60936416936444,4.24114778744987,2.01744289852358,1.25812786549647,1.59192127084086,2.22370488892629,0.33379340534439,0.965577023429822,0.631783618085431,-1.84204598466049,0.71801431283558,2.86032187974815,3.30788801341279,-3.30788801341279
-0.263569076019342,63.2114993388776,3.5430272867984,-0.112009812548774,2.4096;-1.8713;0.047004;0.58871;0.078284;-0.29461;-0.090223;0.16182;0.021653;-0.056089,3995.69364866893,0.08743815313578,5.55380130204358,47.4243393543327,30.8532655460443,6.0046191477311,3488.31583812203,256.998391429722,4.2980387454508,4.72793173371639,6.364645299855,2.60810450500246,1.68993424044834,2.11982722871393,3.75654079485254,0.429892988265589,2.06660655440421,1.63671356613862,-2.2891747001268,1.18880828035909,3.86799925336551,4.62119123583946,-4.62119123583946
-0.260488402624917,52.0414119187349,4.41052404031902,-0.162624635408027,3.4622;-5.1363;3.7876;-0.62149;-1.158;0.73037;0.16478;-0.33525;0.10321,2708.30855449544,0.109172965057281,5.27158515701665,92.6420778045194,35.1918165478957,9.49496391516512,1822.00655196422,202.250590702251,2.97895023146366,3.9468801027015,5.25693212998885,2.19818619725386,0.780764034209807,1.74869390544764,3.05874593273499,0.967929871237833,2.27798189852519,1.31005202728735,-2.12579788342473,0.458775755782665,2.76222634830399,3.81328035031087,-3.81328035031087
-0.209130500412065,48.9518628308671,4.76944867599088,-0.215712053658947,3.8103;-6.8692;7.5133;-5.0135;1.4915;0.82096;-1.4155;1.0169;-0.4556;0.098448,2396.28487461203,0.107483866576249,6.27765269732595,20.213762239061,16.4426843415263,10.0481250215391,2388.41148908419,145.598018359702,4.77202010363795,4.97850311761587,5.47099772295102,2.7975342495267,1.97448585411125,2.18096886808917,2.67346347342432,0.206483013977922,0.698977619313069,0.492494605335147,-2.31097263583166,1.37926021685142,4.2359688041734,4.5607602564757,-4.5607602564757
